Title,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Year
Guitar Hero: Aerosmith,"Action,Simulation",Activision,70,0.65,1225.003,PlayStation 3,2008
SoulCalibur IV,Action,"Namco,Ubisoft",85,0.65,1880.523,PlayStation 3,2008
Valkyria Chronicles,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,2044.403,PlayStation 3,2008
Harvest Moon: Tree of Tranquility,"Role-Playing (RPG),Simulation",,65,0.62,2863.803,Nintendo Wii,2008
Star Wars: The Clone Wars - Jedi Alliance,"Action,Adventure",,68,0.6,1470.823,Nintendo DS,2008
Need for Speed: Undercover,Racing / Driving,EA,59,0.59,1470.823,PlayStation 3,2008
Wario Land: Shake It!,Action,Nintendo,78,0.59,1634.703,Nintendo Wii,2008
NBA 2K9,Sports,2K,82,0.58,1225.003,PlayStation 3,2008
Major League Baseball 2K9,Sports,2K,64,0.58,1225.003,X360,2008
NCAA Football 09,Sports,EA,81,0.56,1225.003,PlayStation 3,2008
Kung Fu Panda,Action,Activision,71,0.56,1470.823,Nintendo DS,2008
Devil May Cry 4,Action,Capcom,84,0.56,1634.703,PlayStation 3,2008
Tom Clancy's EndWar,Strategy,Ubisoft,77,0.56,1388.883,X360,2008
LEGO Batman: The Videogame,Action,,73,0.54,1470.823,Sony PSP,2008
BioShock,Action,2K,94,0.53,1470.823,PlayStation 3,2008
Bully: Scholarship Edition,"Action,Adventure",Rockstar,80,0.53,1470.823,X360,2008
Prince of Persia,Action,Ubisoft,81,0.53,1388.883,X360,2008
Kung Fu Panda,Action,Activision,70,0.52,1388.883,Nintendo Wii,2008
Sonic Chronicles: The Dark Brotherhood,"Action,Role-Playing (RPG)",Sega,74,0.52,1470.823,Nintendo DS,2008
Chrono Trigger,Role-Playing (RPG),SquareEnix,92,0.51,1470.823,Nintendo DS,2008
Tomb Raider: Underworld,Action,Eidos,76,0.51,1470.823,X360,2008
skate it,"Action,Sports",EA,70,0.5,3273.503,Nintendo Wii,2008
The Legendary Starfy,"Action,Adventure",Nintendo,75,0.5,2044.403,Nintendo DS,2008
Mirror's Edge,Action,EA,79,0.5,1225.003,X360,2008
Haze,Action,Ubisoft,55,0.49,1061.123,PlayStation 3,2008
Dissidia: Final Fantasy,"Action,Role-Playing (RPG)",SquareEnix,79,0.49,1470.823,Sony PSP,2008
Sid Meier's Civilization: Revolution,Strategy,2K,84,0.49,2044.403,X360,2008
Wall-E,Action,THQ,51,0.48,1470.823,Nintendo Wii,2008
Prince of Persia,Action,Ubisoft,85,0.48,1470.823,PlayStation 3,2008
NHL 09 ,Sports,EA,88,0.48,1225.003,X360,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,0.47,1470.823,X360,2008
Shaun White Snowboarding,Sports,Ubisoft,60,0.47,1225.003,X360,2008
Turok,Action,,69,0.47,1225.003,X360,2008
Iron Man,Action,Sega,44,0.46,1388.883,Sony PSP,2008
De Blob,Action,THQ,82,0.45,1388.883,Nintendo Wii,2008
Sonic Riders: Zero Gravity,Racing / Driving,Sega,56,0.45,1388.883,Nintendo Wii,2008
Rhythm Heaven,Action,Nintendo,83,0.45,2044.403,Nintendo DS,2008
Tomb Raider: Underworld,Action,Eidos,75,0.44,1470.823,PlayStation 3,2008
Advance Wars: Days of Ruin,Strategy,Nintendo,86,0.43,1470.823,Nintendo DS,2008
LEGO Batman: The Videogame,Action,,75,0.43,1470.823,PlayStation 3,2008
Far Cry 2,Action,Ubisoft,85,0.43,1634.703,PlayStation 3,2008
Harvest Moon: Island of Happiness,"Simulation,Strategy",,65,0.42,2044.403,Nintendo DS,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,0.42,1634.703,PlayStation 3,2008
Sonic Unleashed,"Action,Adventure",Sega,54,0.42,1470.823,PlayStation 3,2008
Pinball Hall of Fame: The Williams Collection,Simulation,,82,0.41,1470.823,Nintendo Wii,2008
Sonic Unleashed,"Action,Adventure",Sega,60,0.41,1470.823,X360,2008
Samba de Amigo,Action,Sega,68,0.4,1061.123,Nintendo Wii,2008
?kami,Action,Capcom,90,0.39,1470.823,Nintendo Wii,2008
LEGO Indiana Jones: The Original Adventures,Action,,77,0.38,1470.823,PlayStation 3,2008
MotorStorm: Pacific Rift,"Action,Racing / Driving,Sports",Sony,82,0.37,2454.103,PlayStation 3,2008
Tiger Woods PGA Tour 09,Sports,EA,84,0.37,1634.703,X360,2008
SimCity Creator,Simulation,EA,67,0.37,2044.403,Nintendo Wii,2008
Tiger Woods PGA Tour 09,Sports,EA,82,0.36,1634.703,PlayStation 3,2008
Sid Meier's Civilization: Revolution,"Simulation,Strategy",2K,80,0.36,1470.823,Nintendo DS,2008
Pure,"Racing / Driving,Sports",Disney,83,0.36,1470.823,PlayStation 3,2008
Turok,Action,,67,0.36,1388.883,PlayStation 3,2008
Crash: Mind over Mutant,Action,,70,0.36,1470.823,Nintendo Wii,2008
Spider-Man: Web of Shadows,Action,Activision,68,0.36,1634.703,X360,2008
Frontlines: Fuel of War,Action,THQ,75,0.35,1225.003,X360,2008
GRID,"Racing / Driving,Simulation,Sports",,87,0.35,1634.703,X360,2008
Too Human,"Action,Role-Playing (RPG)",Microsoft,65,0.35,1225.003,X360,2008
Speed Racer: The Videogame,Racing / Driving,,69,0.34,1388.883,Nintendo Wii,2008
LEGO Indiana Jones: The Original Adventures,Action,,76,0.34,1470.823,Sony PSP,2008
SEGA Bass Fishing,Sports,Sega,59,0.34,1470.823,Nintendo Wii,2008
The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",Disney,63,0.33,1388.883,Nintendo Wii,2008
Iron Man,Action,Sega,56,0.33,1225.003,Nintendo DS,2008
The Sims 2: Apartment Pets,Simulation,EA,50,0.33,1470.823,Nintendo DS,2008
MLB 08: The Show,Sports,Sony,83,0.33,1225.003,Sony PSP,2008
Iron Man,Action,Sega,42,0.33,1470.823,PlayStation 3,2008
Madagascar: Escape 2 Africa,"Action,Adventure",Activision,55,0.32,1470.823,Nintendo DS,2008
GRID,"Racing / Driving,Simulation,Sports",,87,0.31,2044.403,PlayStation 3,2008
NHL 09,Sports,EA,88,0.31,1634.703,PlayStation 3,2008
Banjo-Kazooie: Nuts & Bolts,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,0.31,1470.823,X360,2008
Hot Shots Golf: Out of Bounds,Sports,Sony,81,0.3,2863.803,PlayStation 3,2008
Rune Factory 2: A Fantasy Harvest Moon,"Action,Role-Playing (RPG),Simulation",,79,0.3,1470.823,Nintendo DS,2008
SimCity Creator,Simulation,EA,69,0.3,1470.823,Nintendo DS,2008
Patapon,"Action,Strategy",Sony,86,0.3,1470.823,Sony PSP,2008
Shaun White Snowboarding,Sports,Ubisoft,63,0.3,1306.943,PlayStation 3,2008
Iron Man,Action,Sega,44,0.3,1470.823,Nintendo Wii,2008
Sega Superstars Tennis,Sports,Sega,65,0.29,1225.003,Nintendo DS,2008
Lost Planet: Extreme Condition,Action,Capcom,67,0.29,1388.883,PlayStation 3,2008
Mirror's Edge,Action,EA,79,0.29,1225.003,PlayStation 3,2008
The Incredible Hulk,Action,Sega,46,0.29,1388.883,Nintendo Wii,2008
Condemned 2: Bloodshot,"Action,Adventure",Sega,80,0.29,1225.003,X360,2008
Sega Superstars Tennis,Sports,Sega,71,0.28,1061.123,Nintendo Wii,2008
Speed Racer: The Videogame,Racing / Driving,,75,0.28,1470.823,Nintendo DS,2008
Viva Pi$?ata: Pocket Paradise,"Simulation,Strategy",THQ,82,0.28,1470.823,Nintendo DS,2008
Tom Clancy's EndWar,Strategy,Ubisoft,76,0.28,1470.823,PlayStation 3,2008
Iron Man,Action,Sega,45,0.28,1470.823,X360,2008
Need for Speed: Undercover,Racing / Driving,EA,54,0.27,2290.223,Nintendo Wii,2008
Wall-E,Action,THQ,50,0.27,1225.003,X360,2008
Spectrobes: Beyond the Portals,"Action,Role-Playing (RPG)",Disney,70,0.27,979.183,Nintendo DS,2008
MX vs. ATV Untamed,Educational,Ubisoft,59,0.27,1388.883,Sony PSP,2008
Mercenaries 2: World in Flames,Action,EA,72,0.27,1306.943,PlayStation 3,2008
Infinite Undiscovery,"Action,Role-Playing (RPG)",SquareEnix,68,0.27,1470.823,X360,2008
TNA iMPACT!,Sports,Midway,62,0.26,1225.003,X360,2008
Enemy Territory: Quake Wars,Action,Activision,69,0.26,1225.003,X360,2008
Fire Emblem: Shadow Dragon,"Role-Playing (RPG),Strategy",Nintendo,81,0.25,1634.703,Nintendo DS,2008
Neopets Puzzle Adventure,"Adventure,Role-Playing (RPG),Strategy",Capcom,70,0.25,1470.823,Nintendo DS,2008
Tales of Vesperia,"Adventure,Role-Playing (RPG)",Namco,79,0.25,2290.223,X360,2008
SingStar ABBA,Action,Sony,70,0.24,1470.823,PlayStation 3,2008
Dragon Ball Z: Burst Limit,Action,"Atari,Namco",72,0.24,1470.823,X360,2008
Apollo Justice: Ace Attorney,"Adventure,Simulation",Capcom,78,0.24,2044.403,Nintendo DS,2008
Castlevania: Order of Ecclesia,"Action,Adventure,Role-Playing (RPG)",Konami,85,0.24,2044.403,Nintendo DS,2008
Mega Man Star Force 2: Zerker X Ninja,"Action,Role-Playing (RPG)",Capcom,55,0.24,1470.823,Nintendo DS,2008
Enemy Territory: Quake Wars,Action,Activision,60,0.24,1388.883,PlayStation 3,2008
Namco Museum: Virtual Arcade,"Action,Racing / Driving",Namco,63,0.24,1470.823,X360,2008
NASCAR 09,"Racing / Driving,Sports",EA,69,0.24,1634.703,X360,2008
Turning Point: Fall of Liberty,Action,,43,0.24,651.423,X360,2008
Summer Athletics 2009,Sports,,56,0.23,1634.703,Nintendo Wii,2008
Unreal Tournament III,Action,Midway,82,0.23,1225.003,X360,2008
Shaun White Snowboarding,"Racing / Driving,Sports",Ubisoft,63,0.23,1388.883,Nintendo DS,2008
Dark Sector,Action,,72,0.23,1225.003,PlayStation 3,2008
The Last Remnant,Role-Playing (RPG),SquareEnix,66,0.23,1225.003,X360,2008
Dragon Ball Z: Burst Limit,Action,"Atari,Namco",71,0.22,1634.703,PlayStation 3,2008
NASCAR 09,"Racing / Driving,Sports",EA,65,0.22,1880.523,PlayStation 3,2008
Turning Point: Fall of Liberty,Action,,42,0.22,651.423,PlayStation 3,2008
MX vs. ATV Untamed,Racing / Driving,THQ,70,0.22,2044.403,Nintendo Wii,2008
Crash: Mind over Mutant,Action,,60,0.22,2044.403,X360,2008
The Incredible Hulk,Action,Sega,55,0.22,1470.823,X360,2008
Silent Hill: Homecoming,Action,Konami,70,0.22,1470.823,X360,2008
TNA iMPACT!,Sports,Midway,64,0.21,1061.123,PlayStation 3,2008
The Incredible Hulk,Action,Sega,55,0.21,1388.883,PlayStation 3,2008
Kung Fu Panda,Action,Activision,76,0.21,1634.703,PlayStation 3,2008
Dark Sector,Action,,72,0.21,1143.063,X360,2008
Tales of Symphonia: Dawn of the New World,Role-Playing (RPG),Namco,68,0.2,2044.403,Nintendo Wii,2008
Valkyrie Profile: Covenant of the Plume,"Role-Playing (RPG),Strategy",SquareEnix,74,0.2,2044.403,Nintendo DS,2008
Spider-Man: Web of Shadows,Action,Activision,67,0.2,2044.403,PlayStation 3,2008
TV Show King,Strategy,,65,0.19,1470.823,Nintendo Wii,2008
AC/DC Live: Rock Band - Track Pack,"Action,Simulation",,63,0.19,1225.003,X360,2008
The Chronicles of Narnia: Prince Caspian,Role-Playing (RPG),Disney,54,0.19,897.243,Nintendo DS,2008
Hot Shots Golf: Open Tee 2,Sports,Sony,82,0.19,1225.003,Sony PSP,2008
AC/DC Live: Rock Band - Track Pack,"Action,Simulation",,60,0.19,1225.003,PlayStation 3,2008
Harvest Moon: Magical Melody,"Role-Playing (RPG),Simulation",,69,0.18,1962.463,Nintendo Wii,2008
Dynasty Warriors 6,"Action,Strategy",,59,0.18,2044.403,PlayStation 3,2008
Order Up!,"Action,Simulation",,76,0.18,1470.823,Nintendo Wii,2008
NBA Ballers: Chosen One,Sports,Midway,55,0.17,815.303,X360,2008
Age of Empires: Mythologies,Strategy,THQ,78,0.17,1470.823,Nintendo DS,2008
LocoRoco 2,"Action,Strategy",Sony,85,0.17,979.183,Sony PSP,2008
Star Ocean: First Departure,"Action,Role-Playing (RPG)",SquareEnix,74,0.17,1470.823,Sony PSP,2008
Lost: Via Domus,"Action,Adventure",Ubisoft,54,0.17,1388.883,PlayStation 3,2008
Tetris Party,Strategy,,75,0.16,2044.403,Nintendo Wii,2008
Bully: Scholarship Edition,"Action,Adventure",Rockstar,83,0.16,1470.823,Nintendo Wii,2008
The Spiderwick Chronicles,"Action,Adventure",,62,0.16,1388.883,Nintendo Wii,2008
Dynasty Warriors 6,"Action,Strategy",,60,0.16,2044.403,X360,2008
Facebreaker,Sports,EA,54,0.16,1061.123,X360,2008
Ninja Gaiden: Dragon Sword,Action,,83,0.16,1061.123,Nintendo DS,2008
Condemned 2: Bloodshot,"Action,Adventure",Sega,82,0.16,1225.003,PlayStation 3,2008
Silent Hill: Homecoming,Action,Konami,71,0.16,1470.823,PlayStation 3,2008
Command & Conquer: Red Alert 3,Strategy,EA,77,0.16,1225.003,X360,2008
Viking: Battle for Asgard,Action,Sega,68,0.16,1225.003,X360,2008
Beijing 2008,Sports,Sega,60,0.15,1225.003,X360,2008
Don King Presents: Prizefighter,Sports,2K,56,0.15,1225.003,X360,2008
Bomberman,"Action,Strategy",,73,0.15,1061.123,Sony PSP,2008
Ferrari Challenge Trofeo Pirelli,Racing / Driving,,71,0.15,1470.823,PlayStation 3,2008
Command & Conquer 3: Kane's Wrath,Strategy,EA,75,0.15,1470.823,X360,2008
Lost: Via Domus,"Action,Adventure",Ubisoft,55,0.15,1470.823,X360,2008
NHL 2K9 ,Sports,2K,69,0.15,1225.003,X360,2008
Eternal Sonata,Role-Playing (RPG),Namco,80,0.14,2044.403,PlayStation 3,2008
Viva Pi$?ata: Trouble in Paradise,"Racing / Driving,Simulation,Strategy",Microsoft,82,0.14,1470.823,X360,2008
FlatOut: Head On,"Racing / Driving,Sports",,74,0.14,815.303,Sony PSP,2008
Viking: Battle for Asgard,Action,Sega,65,0.14,1388.883,PlayStation 3,2008
Neopets Puzzle Adventure,"Role-Playing (RPG),Strategy",Capcom,52,0.14,1225.003,Nintendo Wii,2008
TNA iMPACT!,Sports,Midway,43,0.14,1225.003,Nintendo Wii,2008
Tomb Raider: Underworld,Action,Eidos,70,0.14,1470.823,Nintendo Wii,2008
The Club,Action,Sega,76,0.13,1225.003,X360,2008
The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",Disney,56,0.13,1225.003,X360,2008
Cabela's Dangerous Hunts 2009,Sports,Activision,42,0.13,1634.703,X360,2008
Dark Messiah of Might and Magic: Elements,"Action,Role-Playing (RPG)",Ubisoft,52,0.13,1470.823,X360,2008
Fracture,Action,,63,0.13,1225.003,X360,2008
Bomberman Land,Action,,57,0.12,1634.703,Nintendo Wii,2008
Nitrobike,"Action,Racing / Driving,Sports",Ubisoft,49,0.12,1225.003,Nintendo Wii,2008
Culdcept Saga,Strategy,Namco,75,0.12,1470.823,X360,2008
Facebreaker,Sports,,53,0.12,1225.003,PlayStation 3,2008
MLB Power Pros 2008,Sports,2K,83,0.12,1880.523,Nintendo Wii,2008
Mushroom Men: The Spore Wars,Action,,72,0.12,1470.823,Nintendo Wii,2008
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing (RPG),SquareEnix,84,0.12,2454.103,Nintendo DS,2008
Ninjatown,Strategy,,80,0.12,1634.703,Nintendo DS,2008
Super Dodgeball Brawlers,"Action,Sports",,65,0.12,1634.703,Nintendo DS,2008
Dokapon Kingdom,"Role-Playing (RPG),Strategy",,72,0.12,1470.823,Nintendo Wii,2008
Alone in the Dark,"Action,Adventure,Racing / Driving",Atari,58,0.12,1225.003,X360,2008
NBA 09: The Inside,Sports,Sony,63,0.11,1225.003,PlayStation 3,2008
Sega Superstars Tennis,Sports,Sega,67,0.11,1388.883,PlayStation 3,2008
Baja: Edge of Control,"Racing / Driving,Simulation,Sports",THQ,65,0.11,1388.883,X360,2008
Destroy All Humans! Big Willy Unleashed,Adventure,THQ,53,0.11,1470.823,Nintendo Wii,2008
Space Invaders Extreme,Action,SquareEnix,85,0.11,1388.883,Nintendo DS,2008
Ultimate Band,"Action,Simulation",Disney,69,0.11,1225.003,Nintendo DS,2008
The Club,Action,Sega,72,0.1,1225.003,PlayStation 3,2008
Madagascar: Escape 2 Africa,Action,Activision,58,0.1,2044.403,PlayStation 3,2008
NBA Ballers: Chosen One,Sports,Midway,54,0.1,1225.003,PlayStation 3,2008
Dream Pinball 3D,Simulation,,54,0.1,1388.883,Nintendo Wii,2008
Madagascar: Escape 2 Africa,Action,Activision,62,0.1,1634.703,X360,2008
Pro Evolution Soccer 2008,Sports,Konami,83,0.1,1470.823,Nintendo Wii,2008
Avalon Code,"Action,Adventure,Role-Playing (RPG)",,71,0.1,2290.223,Nintendo DS,2008
Disgaea DS,"Role-Playing (RPG),Strategy",,82,0.1,2044.403,Nintendo DS,2008
Guitar Rock Tour,Simulation,,60,0.1,1143.063,Nintendo DS,2008
Lost in Blue 3,Role-Playing (RPG),Konami,59,0.1,1470.823,Nintendo DS,2008
Syberia,Adventure,,52,0.1,1962.463,Nintendo DS,2008
Afrika,"Adventure,Simulation",Sony,63,0.1,3929.023,PlayStation 3,2008
NFL Head Coach 09,"Simulation,Sports,Strategy",EA,64,0.1,1225.003,PlayStation 3,2008
NHL 2K9,Sports,2K,70,0.1,1225.003,PlayStation 3,2008
Brothers in Arms: Double Time,"Action,Strategy",Ubisoft,45,0.1,1470.823,Nintendo Wii,2008
ObsCure: The Aftermath,Action,,53,0.1,1388.883,Nintendo Wii,2008
MotoGP 08,"Racing / Driving,Simulation,Sports",,68,0.1,1388.883,X360,2008
NFL Head Coach 09,"Simulation,Sports,Strategy",EA,67,0.1,1061.123,X360,2008
NFL Tour,"Action,Sports",EA,49,0.1,1061.123,X360,2008
Pinball Hall of Fame: The Williams Collection,Simulation,,78,0.09,1470.823,Sony PSP,2008
Baja: Edge of Control,"Racing / Driving,Simulation,Sports",THQ,61,0.09,1470.823,PlayStation 3,2008
NFL Tour,"Action,Sports",EA,45,0.09,1225.003,PlayStation 3,2008
Wall-E,Action,THQ,51,0.09,1470.823,PlayStation 3,2008
Ninja Reflex,Action,EA,49,0.09,1225.003,Nintendo Wii,2008
Conflict: Denied Ops,Action,Eidos,52,0.09,1061.123,X360,2008
Top Spin 3,Sports,2K,78,0.09,1634.703,X360,2008
Blitz: The League II,"Action,Sports",Midway,62,0.09,1225.003,PlayStation 3,2008
Hellboy: The Science of Evil,"Action,Adventure",Konami,47,0.09,1388.883,PlayStation 3,2008
Castlevania Judgment,Action,Konami,49,0.09,1470.823,Nintendo Wii,2008
Death Jr. II: Root of Evil,Action,Eidos,71,0.09,1470.823,Nintendo Wii,2008
Raiden IV,Action,,63,0.09,2699.923,X360,2008
Metal Slug 7,Action,,70,0.09,1470.823,Nintendo DS,2008
Spider-Man: Web of Shadows,Action,Activision,77,0.09,1306.943,Nintendo DS,2008
Trauma Center: Under The Knife 2,"Action,Simulation",,79,0.09,1634.703,Nintendo DS,2008
Fracture,Action,,62,0.09,1225.003,PlayStation 3,2008
Alone in the Dark,"Action,Adventure,Racing / Driving",Atari,39,0.09,1225.003,Nintendo Wii,2008
Final Fantasy Fables: Chocobo's Dungeon,"Action,Role-Playing (RPG)",SquareEnix,76,0.09,1470.823,Nintendo Wii,2008
The King of Fighters Collection: The Orochi Saga,Action,,70,0.09,1470.823,Nintendo Wii,2008
Klonoa: Door to Phantomile,Action,Namco,77,0.09,1470.823,Nintendo Wii,2008
Samurai Warriors: Katana,Action,,53,0.09,1470.823,Nintendo Wii,2008
Battle of the Bands,"Action,Simulation",THQ,58,0.08,1225.003,Nintendo Wii,2008
Hellboy: The Science of Evil,"Action,Adventure",Konami,44,0.08,1225.003,X360,2008
Dragon Ball: Origins,"Action,Adventure",Atari,78,0.08,1306.943,Nintendo DS,2008
Ninja Reflex,Action,EA,54,0.08,1061.123,Nintendo DS,2008
Space Bust-A-Move,Strategy,SquareEnix,71,0.08,1470.823,Nintendo DS,2008
Top Spin 3,Sports,2K,75,0.08,2044.403,PlayStation 3,2008
UEFA Euro 2008,Sports,EA,79,0.07,1470.823,PlayStation 3,2008
"Blast Works: Build, Trade, Destroy",Action,,78,0.07,1225.003,Nintendo Wii,2008
FIFA Street 3,Sports,EA,63,0.07,1225.003,X360,2008
Blitz: The League II,"Action,Sports",Midway,68,0.07,1061.123,X360,2008
Space Chimps,"Action,Adventure",,57,0.07,1225.003,X360,2008
The Spiderwick Chronicles,"Action,Adventure",,59,0.07,1225.003,X360,2008
Etrian Odyssey II: Heroes of Lagaard,Role-Playing (RPG),,82,0.07,2044.403,Nintendo DS,2008
Line Rider 2: Unbound,"Simulation,Sports",,59,0.07,733.363,Nintendo DS,2008
The King of Fighters Collection: The Orochi Saga,Action,,61,0.07,1470.823,Sony PSP,2008
Target: Terror,Action,Konami,33,0.07,1470.823,Nintendo Wii,2008
Legendary,Action,Atari,47,0.07,1470.823,X360,2008
Universe at War: Earth Assault,"Action,Strategy",Sega,66,0.07,1225.003,X360,2008
Smash Court Tennis 3,"Simulation,Sports",Atari,55,0.06,1225.003,X360,2008
Code Lyoko: Fall of X.A.N.A,"Action,Role-Playing (RPG)",,51,0.06,1225.003,Nintendo DS,2008
Knights in the Nightmare,"Role-Playing (RPG),Strategy",,76,0.06,2454.103,Nintendo DS,2008
Lock's Quest,"Action,Adventure,Strategy",THQ,80,0.06,1225.003,Nintendo DS,2008
Master of the Monster Lair,Role-Playing (RPG),,63,0.06,1225.003,Nintendo DS,2008
N+,Action,Atari,82,0.06,1225.003,Nintendo DS,2008
Pipe Mania,Strategy,,71,0.06,1225.003,Nintendo DS,2008
The Spiderwick Chronicles,Role-Playing (RPG),,60,0.06,1061.123,Nintendo DS,2008
Summon Night: Twin Age,Role-Playing (RPG),,73,0.06,2044.403,Nintendo DS,2008
Wild Arms XF,Role-Playing (RPG),,64,0.06,1470.823,Sony PSP,2008
FIFA Street 3,Sports,EA,63,0.06,1470.823,PlayStation 3,2008
MotoGP 08,"Racing / Driving,Simulation,Sports",,65,0.06,1470.823,PlayStation 3,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,60,0.06,1225.003,Nintendo Wii,2008
Let's Tap,Simulation,Sega,70,0.06,1470.823,Nintendo Wii,2008
NHL 2K9,Sports,2K,65,0.06,1225.003,Nintendo Wii,2008
Conflict: Denied Ops,Action,Eidos,51,0.05,1470.823,PlayStation 3,2008
Worms: A Space Oddity,"Action,Strategy",THQ,64,0.05,1470.823,Nintendo Wii,2008
UEFA Euro 2008,Sports,EA,80,0.05,1225.003,X360,2008
Overlord: Raising Hell,"Action,Strategy",,72,0.05,1470.823,PlayStation 3,2008
Battle Fantasia,"Action,Role-Playing (RPG)",,71,0.05,1880.523,X360,2008
Bangai-O Spirits,Action,,83,0.05,1225.003,Nintendo DS,2008
Dungeon Explorer: Warriors of Ancient Arts,"Action,Role-Playing (RPG)",,60,0.05,1470.823,Nintendo DS,2008
From the Abyss,"Action,Role-Playing (RPG)",,60,0.05,1634.703,Nintendo DS,2008
New International Track & Field,"Action,Sports",Konami,73,0.05,1225.003,Nintendo DS,2008
Soul Bubbles,Strategy,Eidos,78,0.05,1225.003,Nintendo DS,2008
Tropix!,Action,,59,0.05,1962.463,Nintendo DS,2008
Unsolved Crimes,"Action,Adventure,Racing / Driving",,66,0.05,1470.823,Nintendo DS,2008
Zubo,"Adventure,Role-Playing (RPG),Strategy",EA,75,0.05,1225.003,Nintendo DS,2008
Ford Racing Off Road,Racing / Driving,,47,0.05,1061.123,Sony PSP,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,62,0.05,1225.003,Sony PSP,2008
Secret Agent Clank,Action,Sony,72,0.05,1962.463,Sony PSP,2008
Space Invaders Extreme,Action,SquareEnix,84,0.05,1388.883,Sony PSP,2008
Armored Core: For Answer,Action,Ubisoft,62,0.05,2454.103,PlayStation 3,2008
Legendary,Action,Atari,50,0.05,1634.703,PlayStation 3,2008
Agatha Christie: Evil Under the Sun,Adventure,,46,0.05,1470.823,Nintendo Wii,2008
Agatha Christie: And Then There Were None,Adventure,,50,0.05,1470.823,Nintendo Wii,2008
Armored Core: For Answer,Action,Ubisoft,64,0.05,2044.403,X360,2008
Cradle of Rome,Strategy,,63,0.04,1470.823,Nintendo DS,2008
The Dark Spire,"Adventure,Role-Playing (RPG)",,69,0.04,2044.403,Nintendo DS,2008
"Flower, Sun and Rain",Adventure,,54,0.04,1962.463,Nintendo DS,2008
Insecticide,"Action,Adventure",,55,0.04,1061.123,Nintendo DS,2008
Izuna 2: The Unemployed Ninja Returns,Role-Playing (RPG),,65,0.04,1470.823,Nintendo DS,2008
Looney Tunes: Cartoon Conductor,Action,Eidos,67,0.04,1143.063,Nintendo DS,2008
Nanostray 2,Action,,75,0.04,1061.123,Nintendo DS,2008
Hellboy: The Science of Evil,Action,Konami,42,0.04,1225.003,Sony PSP,2008
Pipe Mania,Strategy,,74,0.04,1061.123,Sony PSP,2008
UEFA Euro 2008,Sports,EA,68,0.04,1634.703,Sony PSP,2008
Vampire Rain,Action,,30,0.04,2044.403,PlayStation 3,2008
Baroque,"Action,Role-Playing (RPG)",,50,0.04,1634.703,Nintendo Wii,2008
Supreme Commander,Strategy,,56,0.04,1470.823,X360,2008
Hail to the Chimp,"Action,Strategy",,52,0.03,1388.883,X360,2008
Assassin's Creed: Altar's Chronicles,Action,Ubisoft,58,0.03,979.183,Nintendo DS,2008
The Legend of Kage 2,Action,SquareEnix,70,0.03,1225.003,Nintendo DS,2008
Rhapsody: A Musical Adventure,Role-Playing (RPG),,67,0.03,1061.123,Nintendo DS,2008
Secret Files: Tunguska,Adventure,,71,0.03,1470.823,Nintendo DS,2008
Fading Shadows,"Action,Adventure",,62,0.03,1470.823,Sony PSP,2008
Hail to the Chimp,"Action,Strategy",,51,0.03,1306.943,PlayStation 3,2008
Secret Files: Tunguska,Adventure,,64,0.02,1470.823,Nintendo Wii,2008
Chicken Hunter,Action,,39,0.02,1470.823,Nintendo DS,2008
